,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
224,3 likes,4 images,S-WORKS VENGE 54CM SPECIALIZED SWORKS,"10,299",Like new,Mailing · Meetup,1 month ago,Road Bikes,Posted,Used once or twice. As good as new.,"Whatsapp 8333 0860

S-WORKS Venge 54CM
S-WORKS Aerofly 2 40MM
Shimano Ultegra 8070 Groupset
Hope Rx4+ brakes

Same day doorstep delivery is available at $30
If you want cheap, decathalon is one of the best place to shop! Happy to trade with the brands stated below
FOCUS Ultegra SWORKS Roval 105 minoura H&H YBN Trigo DAHON TERN Chris King Elite Lightworks Praxis Carbon-ti Easy Wheels Brooks THM Joseph Kuosac Ergon Extralite BMC MERIDA CANYON  S WORKS TREK FAC ENVE XX XXI 18 GX  ARGON C90 SLX CAMPAGNOLO XTR SAINT  3t venge sl6 madone sl7 DEORE XT XTR DI2 DOGMA  RED DURAACE SPECIALIZED XO X1 S BORA PETER XT SLX ZEE  Roval Red Force rival disruption speed of light S-WORKS SRAM ETAP MONGOOSE  CHWINN X5 GIANT COLNAGO SAGAN ENVE BOARDMAN ridea SHIMANO WILIER   SCOTT XO1 X9 X7 ",Y,Same day delivery S$30,Within 1 working day,Y,Beauty World Mrt Stn Exit B Pick-Up/Drop-Off Point,1.3423456,103.7755,beautyworldcycles,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,267,https://www.carousell.sg/p/s-works-venge-54cm-specialized-sworks-1238147429/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-K7WvTlu9-8PhyYg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2479
225,Like,2 images,Crops Japan Q5 Easy Wrap,18,Brand new,Meetup,4 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Retail for $29. 

This is brand new unused. I just took the wrapper off decided it’s not suitable for my use case. 

Meet eunos. ",N,NA,NA,Y,Eunos MRT Station (EW7)Cross Street Exchange,1.31965554,103.90250163,hwcpl,Joined 9 years ago,Not Responsive,Verified,NA,NA,NA,5.0,82,https://www.carousell.sg/p/crops-japan-q5-easy-wrap-1243670222/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=r2e0CzDL4Eoew7Kc&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=462
226,18 likes,5 images,GIRO Sentrie Techlace Road Shoes,88,Brand new,Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Giro Sentrie Techlace Road Shoes, with EC70 carbon sole, replaceable heels.
The upper exofiber material being quite pliable conforms to your foot nicely. 
Available in Black color size: 41, 42 and 44. And White color size available will be: 41, 42 and 43. Only few pairs left. ",N,NA,NA,Y,"2 Yishun Industrial St 1, North Point BizhubAdvance notice before visit",1.38027247,103.92007199,bernardteng116131,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/giro-sentrie-techlace-road-shoes-1238136204/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-K7WvTlu9-8PhyYg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2486
227,7 likes,6 images,Cinelli superstar,"4,350 4,750",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Frame RTP : $3.2k
FIXED PRICE
.
Size 51
.
specs :
NITTO UI-25 stem(pro vibe stem NOT included),
deda superzero carbon seatpost,
C-BEAR ceramic pressfit bb,
Shimano R8000 groupset,
Columbus integrated headset,
Venn var 77mm laced to chris king R45 hubs,
specialized power saddle(authentic),
Cinelli BOSS dropbar,
continental GP5000 tyres.
.
will throw in a 100 percent bottle (bought from speed hunter, used twice only)
if fast deal
.
RFS : clearing out space",N,NA,NA,Y,7-Eleven,1.33629436,103.9233065,roy_3,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,4.8,51,https://www.carousell.sg/p/cinelli-superstar-1240885124/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UjKEfDhZ58Wtk_79&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1630
228,19 likes,1 image,bianchi olter xr4 2020 size 57,"4,800",Brand new,Mailing,1 week ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"new in box unopened with warranty 100%

price is firm please do not ask for Discount no low ballers this is 100% authentic will give you a invoice with your name on it for warranty

warranty is 100% covered by byx so no need to worry",Y,Custom courier Free,2 working day(s),N,NA,,,bikesi,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.9,49,https://www.carousell.sg/p/bianchi-olter-xr4-2020-size-57-1191511276/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=8PEFzVC8osLOTyOH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1040
229,35 likes,9 images,2023 Giant Fastroad Advanced 2 Size S,"1,400",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"99% new Giant Fastroad Advanced 2, purchased in March 2023.
All black, flat bar road bike, hydraulic disc brake, Tubeless tires 700x32, Shimano Tiagra 2x10. All stock components.
Full carbon frame, fork and seatpost, very fast and comfortable to ride in the road/light gravel path.
Selling due to getting a new bike, no space in the house.

Tay Junction is selling it at S$2200, my loss is your gain.

Small paint chips at the fork and top tube, please refer to the last 2 photos.",N,NA,NA,Y,Lake Vista,1.32894439,103.72455261,altwkc,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,5.0,22,https://www.carousell.sg/p/2023-giant-fastroad-advanced-2-size-s-1232172500/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CvJepVtJ5-n6lyez&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=424
230,17 likes,1 image,Boardman Road Bike,800,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Take n go $780
Dm for more.",N,NA,NA,Y,Punggol MRT/LRT Interchange (NE17/PTC),1.40518513,103.9023487,yusripantat,Joined 3 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/boardman-road-bike-1242977377/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aN77-fzQlDvWiF2W&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=818
231,Like,8 images,Polygon Helios 500 road bike 54cm,395,Lightly used,Meetup,4 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","105 group set 10x2 speed gears 
700c shimano wheelset with new tyres 
Frame size 54 cm 
Aluminium frame & carbon fiber fork 
Light weight unit ",N,NA,NA,Y,Woodlands Vista,1.43122807,103.79231036,streetfighter54,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,24,https://www.carousell.sg/p/polygon-helios-500-road-bike-54cm-1244488174/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=11
232,14 likes,10 images,Vello folding bike,"1,800",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Very nice collection/new
1x10 Speed
New Bike $2700",N,NA,NA,Y,308 Anchorvale Rd,1.38934939,103.88678536,lai7270,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,4.7,22,https://www.carousell.sg/p/vello-folding-bike-1242517556/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UNpGZJMAJ9uBxUgK&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=992
233,Like,2 images,Children bicycle,40,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,Zhi Tong sports bicycle for 5 to 7 years old with a new stand and seat cover,N,NA,NA,Y,Admiralty MRT Station (NS10),1.44065462,103.80107163,vinu_b,Joined 5 years ago,Not Responsive,Verified,NA,NA,NA,5.0,2,https://www.carousell.sg/p/children-bicycle-1243116237/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=b1FV8RBgwscmiZ5G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=760
234,31 likes,7 images,Giant Defy Advanced 3 - 'M' size,"1,300",Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,"•Advanced carbon composite frame & fork
•Stock: TRP Spyre mechanical disc brakes

Upgrades made:
•Shimano 105 groupset with 11-32 casette & FC RS500 crankset (50/34T, 170mm)
•Giant SL wheelset with Vittoria Zaffiro pro tyres (28mm front, 32mm rear)
•Fizik Cyrano handlebar (420mm) & Giant Contact SL stem (90mm)
•Shimano Deore XT  SPD pedals

Bike designed for comfort & set-up for  long hilly rides.
Will throw in a pair of Shimano SPD-SL pedals if price is met.",N,NA,NA,Y,12A Dover Rise Multi-storey Carpark,1.30538255,103.78521323,gerdltc,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,45,https://www.carousell.sg/p/giant-defy-advanced-3-m-size-1238571271/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PkeVFY9vEcrIDG9U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2350
235,Like,2 images,road bike tube,8,Brand new,Meetup,6 hours ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,brand new FV 80mm,N,NA,NA,Y,Yishun,1.42890482,103.83583182,alanlee9117,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/road-bike-tube-1244468182/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=46
236,25 likes,1 image,Bike wash Bike Servicing road bike full servicing basic servicing bleeding tubeless setup drivetrain stripdown overhaul groupset replacement,10,Brand new,Meetup,1 month ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Wa.me/87721215

Cycle 21 Bicycle Servicing Menu.
Address: 37 Defu Lane 10 #03-55 
Whatsapp us at 87721215 To find out more or check out our link in bio

CYCLE 21 SERVICES

Basic Servicing ———> $70*
•Full Bike Wash and Alignment Check
•Drivetrain Stripdown and Check
•Safety Check and Tuning
•Degrease and Regrease

Full Servicing ———> $130*
•All of Basic Servicing
•Stripdown of Bottom Bracket ( If necessary) and Headset
•Truing of wheels

Ultrasonic Cleaning ———> $20*

Simple Drivetrain wash ———> $40

Gear and Brake Indexing —> $30 / 4pts*

Hydraulic Brake Bleeding ———> $30*

Brake/Shifter Cable Replacement —> $10 / cable*

Bar Tape Replacement ———> $12*

Brake Pads Replacement ——> $16 / Set*

Groupset Replacement ———> $120*

Inner Tube and Tire Replace —> $10/Wheel*

Chain and Cassette Replace ———> $15*

Wheel Truing ———> $30 / Wheel*

Tubeless Setup ———> $40 / Wheel*

Derialleur Hanger Adjustment ———> $25*

And more…

Contact us @Cycle21adminjin @Cycle21adminQ

Whatsapp us at 
Wa.link/zoc47x

@cycle21exclusive",N,NA,NA,Y,37 Defu Lane 10,1.35227215,103.89140661,cycle21,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,4.9,30,https://www.carousell.sg/p/bike-wash-bike-servicing-road-bike-full-servicing-basic-servicing-bleeding-tubeless-setup-drivetrain-stripdown-overhaul-groupset-replacement-1227057257/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FQeuVZaw8aogQOFi&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2429
237,Like,10 images,Vitus Sean Kelly Limited Edition (56cm),"1,099",Well used,Meetup,6 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Components:
High modulus T700 HM-UD carbon frame and fork
Oval concepts handlebar dropbar
truvativ stem
gineyea seatpost clamp
Shimano Tiagra 10 speed groupset with 105 crank (53-39 standard)
Shimano Tiagra rim brakes
68mm BSA Threaded Bottom Bracket
Fulcrum racing 900 wheelsets (with audible loud hubs)
Relatively new tyres: Continental ultra sport III (700x23C)

Online review: 

",N,NA,NA,Y,Bukit Panjang,1.37903116,103.76759347,silentwood,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,57,https://www.carousell.sg/p/vitus-sean-kelly-limited-edition-56cm-1243352341/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=omN_uxru5foZSL37&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=614
238,15 likes,9 images,Giant OCR,500,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"M size
claris Shifters, FD, RD
Mavic Cosmic wheelset",N,NA,NA,Y,Bendemeer Light,1.31529408,103.86064686,jktay,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,7,https://www.carousell.sg/p/giant-ocr-1242058721/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=v5SEjoaN_oIrtwgW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1167
239,Like,2 images,Supacaz multi tool,25,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Brand new 
Cash transaction 
Meet at Kovan mrt or downtown mrt ",N,NA,NA,Y,Kovan MRT Station (NE13),1.36027861,103.88529062,bicyclemerchantling,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,4.9,122,https://www.carousell.sg/p/supacaz-multi-tool-1241848946/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=0k6r_6eLznvzAb-9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1286
240,12 likes,6 images,Road Bike-Ridley Noah SL (XS) Full Campy EPS.,"8,000",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Excellent Condition. Under 7kg for an Aero Bike.

Size: XS (Ht 166cm - 175cm)

Group Set: 
Full Campagnolo EPS Super Record 11sp.
Crank - 170 (53/39)
Cassette - 12/27
Chain - KMC DLC

Cockpit: 
Light weight Hyperstem Stealth (110mm)
Carbon 3T Aero Tundo LTD bar

Wheelset:
Campagnolo Bora ULTRA 50mm

Power meter: 
Stages Left side Power meter. 

Not Inclusive:
Bottle Cages
Pedals",N,NA,NA,Y,The Esta,1.30243021,103.90025586,stormbike,Joined 4 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,27,https://www.carousell.sg/p/road-bike-ridley-noah-sl-xs-full-campy-eps-1239240103/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=kvvAdmVCNyg10WcJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2138
241,2 likes,1 image,"INSTOCKS 26 inch 21 Speeds Mountain Bike MTB 26"" Bicycle For food delivery riders rear rack rack 26"" 16"" bag delivery thermal child seat inch 24"" baby Put 20"" seat WHATSAPP 89501850",170,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 





- Wheel: 26""""
- High Carbon Steel 
- 21 Speed Gear 
- Disc Brake
- Measurement: 168(Length) x 81-98cm(Height) Seat Adjustable
- Max Load: 150kg

Add on: Back rack $28

Whatsapp 89501850
You can also visit www.dashlab.sg for purchase or more products.

 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,lin-shop,Joined 2 years ago,Not Responsive,Verified,NA,NA,NA,4.6,9,https://www.carousell.sg/p/instocks-26-inch-21-speeds-mountain-bike-mtb-26-bicycle-for-food-delivery-riders-rear-rack-rack-26-16-bag-delivery-thermal-child-seat-inch-24-baby-put-20-seat-whatsapp-89501850-1238821533/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=7BjN4cUt6cUbP5J4&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2360
